Acquisition Year,Catalog No,Categories,Category,Collection,Collector,Country,Culture,Curatorial Notes,Date,Dimensions,Donor,Exhibition History,Hall,Keywords,Locale,Material,Period,Publication History,Region,Regions,Subject,Technique,Thumb URL,Title
1897 [EXPEDITION],30 / 1851,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:27.5 W:8 H:2.6 (in CM),"LUMHOLTZ, CARL, DR.",,,LANCE POINT,,STONE,,,,,,"CHIPPED, EDGED",https://anthro.amnh.org/images/preview/30/30_1851.jpg,LANCE POINT
1897 [EXPEDITION],30 / 1852,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:22.6 W:7.8 H:1.6 (in CM),"LUMHOLTZ, CARL, DR.",,,LANCE POINT,,STONE,,,,,,"CHIPPED, EDGED",https://anthro.amnh.org/images/preview/30/30_1852.jpg,LANCE POINT
1897 [EXPEDITION],30 / 1853,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:24.6 W:8 H:1.2 (in CM),"LUMHOLTZ, CARL, DR.",,,LANCE POINT,,STONE,,,,,,"CHIPPED, EDGED",https://anthro.amnh.org/images/preview/30/30_1853.jpg,LANCE POINT
1897 [EXPEDITION],30 / 1853 *,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:6 W:3.9 H:2.5 (in CM),"LUMHOLTZ, CARL, DR.",,,CELT,,STONE,,,,,,"CARVED, SMOOTHED, EDGED",https://anthro.amnh.org/images/preview/30/30_1853X.jpg,AXE
1897 [EXPEDITION],30 / 1853 A,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,,"LUMHOLTZ, CARL, DR.",,,FIGURINE HEAD,,CLAY (TERRA COTTA),,,,,,,https://anthro.amnh.org/images/preview/30/30_1853A.jpg,SMALL CELT AND SMALL TERRA COTTA HUMAN HEAD (EXACT LOCATION?)
1897 [EXPEDITION],30 / 1854,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:27.8 W:12.8 H:3.2 (in CM),"LUMHOLTZ, CARL, DR.",,,LANCE POINT,,STONE,,,,,,"CHIPPED, EDGED",https://anthro.amnh.org/images/preview/30/30_1854.jpg,LANCE POINT
1897 [EXPEDITION],30 / 1855,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 11.0 W: 5.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,STONE KNIFE BLADE,,STONE (0OBSIDIAN [?]),"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,"KNIFE, LANCE POINT",,https://anthro.amnh.org/images/preview/30/30_1855.jpg,KNIFE
1897 [EXPEDITION],30 / 1856,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:9.7 W:8.5 H:4.5 (in CM),"LUMHOLTZ, CARL, DR.",,,BARK BEATER,"JALISCO, TUXPAN",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_1856.jpg,STONE BARK BEATER
1897 [EXPEDITION],30 / 1857,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,H:4.5 BASE D:12.1 TOP D:6.4 (in CM),"LUMHOLTZ, CARL, DR.",,,EAR ORNAMENT,"JALISCO, VICINITY OF ATOYAC",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_1857.jpg,EAR ORNAMENT
1897 [EXPEDITION],30 / 1859,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:3.6 W:3.2 H:0.4 (in CM),"LUMHOLTZ, CARL, DR.",,,METATE FRAGMENT,,STONE,,,,,,"CARVED, PERFORATED",https://anthro.amnh.org/images/preview/30/30_1859.jpg,METATE PIECE
1897 [EXPEDITION],30 / 1861,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:12.2 D:9.3 H:9 (in CM),"LUMHOLTZ, CARL, DR.",,,BASKET,"DF/MEXICO, TINGAMBATO",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_1861.jpg,BASKET
1897 [EXPEDITION],30 / 1862,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:6.5 W:3.7 H:2 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURE,"MICHOACÁN?, SURUMATA (SOROMOTARO)",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_1862.jpg,FIGURE
1897 [EXPEDITION],30 / 1863,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5.9 D:4.7 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,VASE,"MICHOACÁN?, SURUMATA (SOROMOTARO)",CLAY,,,,,,"SCULPTED, INCISED, WHITE PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1863.jpg,VASE
1897 [EXPEDITION],30 / 1866,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:16.6 W:2.3 H:.8 (in CM),"LUMHOLTZ, CARL, DR.",,,BONE,VALLEY OF MEXICO,BONE,,,,,,"CARVED, INCISED",https://anthro.amnh.org/images/preview/30/30_1866.jpg,BONE
1897 [EXPEDITION],30 / 1868,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.8 W:3.8 H:2.2 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURE,"MICHOACAN, TZINTZUNTZAN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_1868.jpg,FIGURE
1897 [EXPEDITION],30 / 1870,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:11 W:6.2 H:2.6 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURE,"MICHOACÁN, PATZCUARO",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_1870.jpg,FIGURE
1897 [EXPEDITION],30 / 1872,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:12 W:3.8 H:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,SHELL ORNAMENT,VALLEY OF MEXICO,SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1872.jpg,CARVED ORNAMENT OF SHELL
1897 [EXPEDITION],30 / 1873,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 11.0 W: 15.0 D: 8.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"FIGURINE HEAD, STONE MASK","OAXACA, YANHUITLAN",GREENSTONE (SERPENTINE),"POSTCLASSIC?, circa A.D. 1000 - 1520",,,,"HEAD, MASK, RAIN GOD ""TLALOC""",,https://anthro.amnh.org/images/preview/30/30_1873.jpg,"STONE HEAD, MASK"
1897 [EXPEDITION],30 / 1875,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,"MEXICO?, GUATEMALA?",,,,,"LUMHOLTZ, CARL, DR.",,,CLAY BALL,"ALTA VERAPAZ, PANSAMALA",CLAY,,,,,,,https://anthro.amnh.org/images/preview/30/30_1875.jpg,SMALL CLAY BALL
1897 [EXPEDITION],30 / 1876,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,"MEXICO?, GUATEMALA?",,,,,"LUMHOLTZ, CARL, DR.",,,STONE BEAD,"ALTA VERAPAZ, PANSAMALA",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_1876.jpg,STONE BEADS
1897 [EXPEDITION],30 / 1877,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:22.4 X 22.9 H:3.5 (in CM),"LUMHOLTZ, CARL, DR.",,,PLATE,,CLAY,,,,,,"SCULPTED, PAINTED; WHITE, DARK, ORANGE, RED PIGMENT",https://anthro.amnh.org/images/preview/30/30_1877.jpg,PLATE
1897 [EXPEDITION],30 / 1878,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:20.9 H:7 (in CM),"LUMHOLTZ, CARL, DR.",,,TRIPOD PLATE,NONOLIA,"CLAY, PIGMENT",,,,,,SCULPTED; PAINTED,https://anthro.amnh.org/images/preview/30/30_1878.jpg,PLATE ON THREE LEGS
1897 [EXPEDITION],30 / 1879,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:15.5 W:4.4 H:8.4 (in CM),"LUMHOLTZ, CARL, DR.",,,SMOKING PIPE,"DF/MEXICO (VALLEY OF MEXICO), NEAR TEXCOCO, PAPALOTL",TERRA COTTA,,,,,,"SCULPTED, INCISED",https://anthro.amnh.org/images/preview/30/30_1879.jpg,SMOKING PIPE
1897 [EXPEDITION],30 / 1880,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:19.5 H:8.2 (in CM),"LUMHOLTZ, CARL, DR.",,,TRIPOD VESSEL,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PANTED",https://anthro.amnh.org/images/preview/30/30_1880.jpg,SAUCER SHAPE VESSEL
1897 [EXPEDITION],30 / 1881,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:18.5 H:7 (in CM),"LUMHOLTZ, CARL, DR.",,,VESSEL,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1881.jpg,SAUCER SHAPE VESSEL
1897 [EXPEDITION],30 / 1882,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:21 X 23.3 H:9.8 (in CM),"LUMHOLTZ, CARL, DR.",,,PLATE,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED, INCISED",https://anthro.amnh.org/images/preview/30/30_1882.jpg,PLATE
1897 [EXPEDITION],30 / 1883,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D RIM:9.3 H:3.8 (in CM),"LUMHOLTZ, CARL, DR.",,,SAUCER,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1883.jpg,RED SAUCER
1897 [EXPEDITION],30 / 1884,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D RIM:10.5 H:3.9 (in CM),"LUMHOLTZ, CARL, DR.",,,SAUCER,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1884.jpg,RED SAUCER
1897 [EXPEDITION],30 / 1885,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D RIM:11.3 H:4.3 (in CM),"LUMHOLTZ, CARL, DR.",,,SAUCER,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1885.jpg,RED SAUCER
1897 [EXPEDITION],30 / 1886,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 7.0 DIA: 4.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"SPINNING BOWL, VESSEL",,CLAY,"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,"SPINNING BOWL, VESSEL, RED WITH BLACK DECORATION, (BROKEN)",,https://anthro.amnh.org/images/preview/30/30_1886.jpg,SPINNING BOWL
1897 [EXPEDITION],30 / 1887,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D RIM:14 H:4.8 (in CM),"LUMHOLTZ, CARL, DR.",,,"BOWL, SAUCER",,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1887.jpg,SAUCER OR BOWL
1897 [EXPEDITION],30 / 1888,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"D BASE:6.5, D RIM:8.1, H:4.2 (in CM)","LUMHOLTZ, CARL, DR.",,,VESSEL,,CLAY,,,,,,"POTTERY, SCULPTED",https://anthro.amnh.org/images/preview/30/30_1888.jpg,POTTERY VESSEL
1897 [EXPEDITION],30 / 1889,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:10.7 H:5.1 (in CM),"LUMHOLTZ, CARL, DR.",,,SAUCER VESSEL,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED, INCISED",https://anthro.amnh.org/images/preview/30/30_1889.jpg,SAUCER SHAPED VESSEL
1897 [EXPEDITION],30 / 1891,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:6.2 H:4.4 (in CM),"LUMHOLTZ, CARL, DR.",,,VESSEL,,CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_1891.jpg,CLAY VESSEL
1897 [EXPEDITION],30 / 1892,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:11.4 H:5.9 (in CM),"LUMHOLTZ, CARL, DR.",,,VASE,VALLEY OF MEXICO,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1892.jpg,VASE
1897 [EXPEDITION],30 / 1893,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,DIA: 5.5 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,SPINDLE WHORL,"DF/MEXICO (VALLEY OF MEXICO), SAN MIGUEL NONOALCO",CLAY (TERRACOTTA),"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,(MONKEY),,https://anthro.amnh.org/images/preview/30/30_1893.jpg,SPINDLE WHORL
1897 [EXPEDITION],30 / 1894,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 16.0 DIA: 8.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"CUP, PULQUE COPA",,CLAY,"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,"PULQUE COPA, RED CUP",,https://anthro.amnh.org/images/preview/30/30_1894.jpg,PULQUE COPA
1897 [EXPEDITION],30 / 1895,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:9.6 D RIM:7.7 D:12.2 H:15.5 (in CM),"LUMHOLTZ, CARL, DR.",,,CUP,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED, INCISED",https://anthro.amnh.org/images/preview/30/30_1895.jpg,CUP
1897 [EXPEDITION],30 / 1896,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:6.3 D RIM:8 D:11.2 H:13.3 (in CM),"LUMHOLTZ, CARL, DR.",,,CUP,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED, INCISED",https://anthro.amnh.org/images/preview/30/30_1896.jpg,CUP
1897 [EXPEDITION],30 / 1897,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:15.9 D:10.2 H:9.6 (in CM),"LUMHOLTZ, CARL, DR.",,,VESSEL,,CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_1897.jpg,2 HANDLED VESSEL
1897 [EXPEDITION],30 / 1898,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:8.2 D RIM:11.6 H:11.5 (in CM),"LUMHOLTZ, CARL, DR.",,,"CUP, STANDARD",,CLAY,,,,,,"SCULPTED, LIGHT AND DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1898.jpg,CUP OR STANDARD
1897 [EXPEDITION],30 / 1899,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:9.7 D RIM:14.9 H:13 (in CM),"LUMHOLTZ, CARL, DR.",,,"CUP, STANDARD",,CLAY,,,,,,"SCULPTED, LIGHT PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1899.jpg,CUP OR STANDARD
1897 [EXPEDITION],30 / 1900,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:9.2 H:3.5 (in CM),"LUMHOLTZ, CARL, DR.",,,BOWL VESSEL,,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1900.jpg,BOWL SHAPED VESSEL
1897 [EXPEDITION],30 / 1901,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 6.0 DIA: 7.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"BOWL, CUP",VALLEY OF MEXICO,CLAY,"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,"BOWL, CUP",,https://anthro.amnh.org/images/preview/30/30_1901.jpg,BOWL
1897 [EXPEDITION],30 / 1902,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:7.9 D RIM:14.5 X 13.6 H:12.9 (in CM),"LUMHOLTZ, CARL, DR.",,,"CUP, STANDARD",,CLAY,,,,,,"SCULPTED, LIGHT PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1902.jpg,CUP OR STANDARD
1897 [EXPEDITION],30 / 1903,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:7.5 D RIM:11 H:13.2 (in CM),"LUMHOLTZ, CARL, DR.",,,"CUP, STANDARD",VALLEY OF MEXICO,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1903.jpg,CUP OR STANDARD
1897 [EXPEDITION],30 / 1904,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D BASE:8 D RIM:12 H:13.1 (in CM),"LUMHOLTZ, CARL, DR.",,,"CUP, STANDARD",VALLEY OF MEXICO,CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_1904.jpg,CUP OR STANDARD
1897 [EXPEDITION],30 / 1905,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,CIR: 5.5 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"STONE BALL, STONE BEAD",,QUARTZ,"POSTCLASSIC?, circa A.D. 1000 - 1520",,,,"BEAD, BALL",,https://anthro.amnh.org/images/preview/30/30_1905.jpg,BEAD
1897 [EXPEDITION],30 / 1905 A,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:11.0 DIA:22.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,TRIPOD BOWL,"MICHOACÁN, URUAPAN - CHERAN",CLAY,POSTCLASSIC (1000/1100-1521 CE),,,,DECORATED IN RED AND WHITE,,https://anthro.amnh.org/images/preview/30/30_1905A.jpg,TRIPOD BOWL
1897 [EXPEDITION],30 / 1906,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 15.0 W: 8.5 D: 3.5 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,SMOKING PIPE,,CLAY,"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,PIPE,,https://anthro.amnh.org/images/preview/30/30_1906.jpg,PIPE
1897 [EXPEDITION],30 / 1907,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.5 W:5.8 H:2.3 (in CM),"LUMHOLTZ, CARL, DR.",,,BARK BEATER,VALLEY OF MEXICO,STONE,,,,,,"CARVED, INCISED",https://anthro.amnh.org/images/preview/30/30_1907.jpg,BARK BEATER
1897 [EXPEDITION],30 / 1908,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:18.0 W:5.5 D:6.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,AX,"JALISCO, TUXPAN",STONE,POSTCLASSIC (1000/1100-1521 CE),,,,HUMAN FIGURE,,https://anthro.amnh.org/images/preview/30/30_1908.jpg,"AXE, WITH HUMAN FIGURE"
1897 [EXPEDITION],30 / 1909,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:6.9 W:5.7 H:2.5 (in CM),"LUMHOLTZ, CARL, DR.",,,CLUB HEAD,"JALISCO, TUXPAN",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1909.jpg,CLUB HEAD
1897 [EXPEDITION],30 / 1910,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:8.0 W:2.5 DIA:2.0 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"CLUB HEAD, STONE RING","JALISCO, ATOYAC",STONE,POSTCLASSIC (1000/1100-1521 CE),,,,,,https://anthro.amnh.org/images/preview/30/30_1910.jpg,RING OR CLUB HEAD
1897 [EXPEDITION],30 / 1911,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:6.3 D:3.2 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE HEAD,"JALISCO, TUXPAN",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_1911.jpg,FACE ON CYLINDRICAL BASE
1897 [EXPEDITION],30 / 1912,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:5.9 H:4.4 (in CM),"LUMHOLTZ, CARL, DR.",,,"CLUB HEAD, STONE RING","JALISCO, AMITILÁN",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1912.jpg,RING OR CLUB HEAD
1897 [EXPEDITION],30 / 1913,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:4.8 H:3.2 (in CM),"LUMHOLTZ, CARL, DR.",,,CLUB HEAD,"JALISCO, NEAR ATOYAC, LA PLAYA",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1913.jpg,CLUB HEAD
1897 [EXPEDITION],30 / 1914,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:4.5 H:2.7 (in CM),"LUMHOLTZ, CARL, DR.",,,"CLUB HEAD, STONE RING","JALISCO, ATOYAC",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1914.jpg,RING OR CLUB HEAD
1897 [EXPEDITION],30 / 1915,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.4 W:6.2 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,BARK BEATER,VALLEY OF MEXICO,STONE,,,,,,"CARVED, INCISED",https://anthro.amnh.org/images/preview/30/30_1915.jpg,BARK BEATER
1897 [EXPEDITION],30 / 1916,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:20.5 W:5.6 H:1.6 (in CM),"LUMHOLTZ, CARL, DR.",,,LANCE POINT,"MICHOACÁN, PATZCUARO",OBSIDIAN,,,,,,"CHIPPED, FLAKED",https://anthro.amnh.org/images/preview/30/30_1916.jpg,LANCE POINT
1897 [EXPEDITION],30 / 1918,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:2.4 X 1.8 H:1.8 (in CM),"LUMHOLTZ, CARL, DR.",,,OBJECT,"DF/MEXICO, SAN JUAN TEOTIHUACÁN","SERPENTINE, STONE","CLASSIC, circa A.D. 1 - 700",,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1918.jpg,OBJECT
1897 [EXPEDITION],30 / 1921,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:4 D:.6 (in CM),"LUMHOLTZ, CARL, DR.",,,STONE BEAD,VALLEY OF MEXICO,JADEITE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1921.jpg,JADEITE BEAD
1897 [EXPEDITION],30 / 1923 A,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:2.3 W:1.4 H:.4 (in CM),"LUMHOLTZ, CARL, DR.",,,STONE LABRET,VALLEY OF MEXICO,OBSIDIAN,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1923A.jpg,LABRETS
1897 [EXPEDITION],30 / 1923 B,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:1.2 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,STONE LABRET,VALLEY OF MEXICO,OBSIDIAN,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1923B.jpg,LABRETS
1897 [EXPEDITION],30 / 1923 C,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:1.1 W:1.1 H:.7 (in CM),"LUMHOLTZ, CARL, DR.",,,STONE LABRET,VALLEY OF MEXICO,OBSIDIAN,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1923C.jpg,LABRETS
1897 [EXPEDITION],30 / 1924,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:1.2 H:1.1 (in CM),"LUMHOLTZ, CARL, DR.",,,BEAD,VALLEY OF MEXICO,SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_1924.jpg,BEAD
