text,count
POSTCLASSIC (1200-1500 C.E.),1
"CE 1250-1520, LATE POSTCLASSIC",1
"POSTCLASSIC, circa A.D. 1200 - 1500 (CERRO MONTOSO STYLE)",1
"CLASSIC, circa A.D. 200 - 500 (REMOJADAS STYLE)",1
"MIDDLE CLASSIC, circa A.D. 500 - 700 (REMOJADAS STYLE)",1
"REMOJADAS STYLE, CLASSIC/LATE CLASSIC, circa A.D. 200 - 800",1
"CLASSIC, circa A.D. 200 - 800 (REMOJADAS STYLE)",1
"LATE CLASSIC, circa A.D. 600 - 800 (NOPILOA STYLE)",1
"LATE CLASSIC, circa A.D. 750 - 900 (REMOJADAS STYLE)",1
"LATE CLASSIC, circa A.D. 600 - 750 (NAPILOA STYLE)",1
"EARLY CLASSIC, circa A.D. 200 - 500? (VERACRUZ STYLE?)",1
"LATE CLASSIC, circa A.D. 500 - 700 (REMOJADAS STYLE)",1
COLMA STYLE,1
"LATE PRECLASSIC, 400 B.C. - A.D. 200",1
POSTCLASSIC (A.D. 1200-1500),1
"POSTCLASSIC, circa A.D. 1200 - 1500 (TARASCAN)",1
"PRECLASSIC, circa B.C. 500 - 200 (CHUPICUARO STYLE)",1
"LATE PRECLASSIC, circa B.C. 400 - A.D. 200",1
"POSTCLASSIC, circa A.D. 1200 - 1520 (AZTEC )",1
"LATE CLASSIC, circa A.D. 600-900",1
"MIDDLE CLASSIC, circa A.D. 300 - 600 (MAYA)",1
"EARLY CLASSIC, circa A.D. 300 - 600 (MAYA STYLE)",1
"LATE CLASSIC, circa A.D. 600 - 900 (MAYA )",1
"LATE CLASSIC, circa A.D. 600 - 900 (PALENQUE STYLE)",1
"LATE CLASSIC, circa A.D. 600 - 900 (MAYA?)",1
"CLASSIC, circa A.D. 650 - 900",1
"EARLY POSTCLASSIC, A.D. 900-1200 (TOLTEC?)",1
"EARLY CLASSIC, circa A.D. 250 -",1
"LATE FORMATIVE/CLASSIC, circa B.C. 300 - A.D. 300",1
"CLASSIC, circa A.D. 200 - 700? (TEOTIHUACAN STYLE)",1
"FORMATIVE, circa B.C. 200?",1
"CLASSIC, circa A.D. 250 - 1000",1
EARLY 20TH CENTURY? (MODERN),1
LATE TIXUM,1
"MIDDLE/LATE FORMATIVE, circa B.C. 400 - A.D. 1 (GOMA PHASE)",1
CLASSIC AND POSTCLASSIC,1
"POSTCLASSIC, circa A.D. 1200 - 1520 (LATE AZTEC (AZTEC II))",1
MIDDLE AND LATE POSTCLASSIC,1
CHOLUTECA OR MIXTECA-PUEBLA STYLE. LATE POSTCLASSIC,1
"LATE CLASSIC, circa A.D. 500 - 900 (MAYAN)",1
TOTONACAN,1
